id,w,k0,k1,k2_15,k2_14,k2_13,k2_12,k2_11,k2_10,k2_9,k2_8,k2_7,k2_6,k2_5,k2_4,k2_3,k2_2,k2_1,k2_0,k3_15,k3_14,k3_13,k3_12,k3_11,k3_10,k3_9,k3_8,k3_7,k3_6,k3_5,k3_4,k3_3,k3_2,k3_1,k3_0,k4_15,k4_14,k4_13,k4_12,k4_11,k4_10,k4_9,k4_8,k4_7,k4_6,k4_5,k4_4,k4_3,k4_2,k4_1,k4_0,k5_15,k5_14,k5_13,k5_12,k5_11,k5_10,k5_9,k5_8,k5_7,k5_6,k5_5,k5_4,k5_3,k5_2,k5_1,k5_0,k6_15,k6_14,k6_13,k6_12,k6_11,k6_10,k6_9,k6_8,k6_7,k6_6,k6_5,k6_4,k6_3,k6_2,k6_1,k6_0,k7_15,k7_14,k7_13,k7_12,k7_11,k7_10,k7_9,k7_8,k7_7,k7_6,k7_5,k7_4,k7_3,k7_2,k7_1,k7_0,k8,k9
49_2544,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2546,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,=,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2547,2,,,,,,,,,,,,,,,,,,,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
49_2548,2,,,,,,,,,,,,,,,,,,,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2550,2,,,,,,,,,,,,,,,,,,,-,-,=,-,!,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2551,2,,,,,,,,,,,,,,,,,,,-,-,=,-,!,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2556,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2557,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2564,2,,,,,,,,,,,,,,,,,,,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2565,2,,,,,,,,,,,,,,,,,,,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2566,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2568,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,,
49_2569,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2570,2,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
49_2572,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2574,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2582,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,=,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2583,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,=,=,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,=,-,,,,,,,,,,,,,,,,,,
49_2584,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2585,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2586,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2590,2,,,-,-,-,-,=,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,c2000043,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2595,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
49_2597,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2599,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2602,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2607,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2615,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2616,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2617,2,,,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2621,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,,
49_2624,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2626,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2633,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,=,-,-,-,!,-,-,-,-,-,-,-,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2636,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2637,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2638,2,,,,,,,,,,,,,,,,,,,-,-,-,-,430000c2,-,-,-,-,-,-,-,-,-,-,-,-,=,82000041,-,-,82000041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
49_2640,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,=,=,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2642,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
49_2646,2,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
49_2647,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2652,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,=,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,
49_2654,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2655,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2661,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2662,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2663,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2664,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
49_2666,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,=,=,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2667,2,,,,,,,,,,,,,,,,,,,-,-,-,430000c2,-,-,-,-,-,-,-,=,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2672,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,,,,,,,,,,,,,,,,,,
49_2676,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2677,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2680,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2681,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2683,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2684,2,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,=,-,,,,,,,,,,,,,,,,,,
49_2694,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2697,2,,,,,,,,,,,,,,,,,,,-,-,-,=,-,-,-,-,-,-,-,=,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2699,2,,,,,,,,,,,,,,,,,,,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2703,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,c2000043,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82000041,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
49_2705,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2707,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2708,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2710,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
49_2711,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,430000c2,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2715,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,=,=,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2719,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,=,=,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,
49_2723,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2724,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2732,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
49_2733,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
49_2740,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2741,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2744,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2745,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2746,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,!,-,-,-,-,!,-,-,-,-,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
49_2752,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
49_2753,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
49_2756,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2758,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,,
49_2759,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,,,,,,,,,,,,,,,,,,
49_2760,2,,,,,,,,,,,,,,,,,,,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
49_2762,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,=,=,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2766,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2767,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2769,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2770,2,,,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2771,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2774,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2775,2,,,,,,,,,,,,,,,,,,,-,-,-,=,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2776,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,=,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2777,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2785,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2786,2,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,=,=,=,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,=,=,-,-,-,-,-,-,-,-,,
49_2791,2,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,,
49_2792,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2793,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
49_2796,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,=,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,,
49_2797,2,,,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,=,=,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
